id_pedido,data_pedido,ano,mes,regiao,cidade,canal_venda,vendedor,segmento_cliente,produto,categoria,quantidade,preco_unitario,desconto_percentual,frete,receita_bruta,receita_liquida,custo_total,lucro,margem_percentual,forma_pagamento,status_pedido,prazo_entrega_dias,avaliacao_cliente
PED-01458,2025-02-07,2025,02,Sudeste,Belo Horizonte,Marketplace,Ana,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,15,67.34,1450.00,1299.84,1043.57,256.27,19.72,Transferência,Concluído,2,5
PED-00244,2025-02-08,2025,02,Sudeste,Rio de Janeiro,Marketplace,Gabriela,Pessoa Física,Mouse Sem Fio,Acessórios,5,145.00,5,22.57,725.00,106.70,355.21,-248.51,-232.91,Boleto,Devolvido,8,
PED-00609,2025-02-08,2025,02,Norte,Palmas,Loja Física,Felipe,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,10,3.76,310.00,282.76,191.32,91.44,32.34,Cartão de Crédito,Concluído,11,5
PED-01089,2025-02-09,2025,02,Nordeste,Fortaleza,Loja Física,Felipe,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,10,92.08,4200.00,3872.08,3182.23,689.85,17.82,Boleto,Concluído,4,3
PED-00807,2025-02-10,2025,02,Sudeste,São Paulo,Site,Eduarda,Corporativo,Headset USB,Acessórios,2,260.00,10,49.48,520.00,517.48,327.32,190.16,36.75,Cartão de Crédito,Concluído,5,5
PED-01138,2025-02-10,2025,02,Sudeste,Rio de Janeiro,Site,Henrique,Pequena Empresa,Memória RAM 16 GB,Componentes,4,390.00,0,59.32,1560.00,242.90,850.65,-607.75,-250.21,PIX,Devolvido,9,
PED-01438,2025-02-10,2025,02,Sudeste,São Paulo,Site,Carla,Pessoa Física,Tablet 10,Telefonia,4,1850.00,5,9.92,7400.00,7039.92,5283.47,1756.45,24.95,PIX,Concluído,1,4
PED-01416,2025-02-11,2025,02,Sudeste,Rio de Janeiro,Loja Física,Carla,Pessoa Física,Notebook Lite 15,Eletrônicos,3,2850.00,0,14.42,8550.00,8564.42,6455.05,2109.37,24.63,Boleto,Concluído,2,4
PED-00535,2025-02-12,2025,02,Sudeste,São Paulo,Aplicativo,Felipe,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,5,48.06,1450.00,213.83,881.30,-667.47,-312.15,PIX,Devolvido,2,
PED-00558,2025-02-12,2025,02,Centro-Oeste,Cuiabá,Loja Física,Carla,Pessoa Física,Notebook Pro 14,Eletrônicos,6,4200.00,5,56.80,25200.00,3599.52,16081.90,-12482.38,-346.78,Boleto,Devolvido,7,
PED-00624,2025-02-12,2025,02,Sudeste,São Paulo,Site,Eduarda,Corporativo,Monitor 27,Eletrônicos,2,1450.00,5,40.80,2900.00,2795.80,2054.28,741.52,26.52,Boleto,Concluído,11,5
PED-00670,2025-02-12,2025,02,Sudeste,Campinas,Aplicativo,Bruno,Corporativo,Headset USB,Acessórios,3,260.00,5,45.05,780.00,786.05,480.77,305.28,38.84,Cartão de Crédito,Concluído,9,5
PED-00961,2025-02-12,2025,02,Sudeste,Rio de Janeiro,Site,Bruno,Pessoa Física,SSD 1 TB,Componentes,5,510.00,5,17.42,2550.00,2439.92,1731.10,708.82,29.05,Boleto,Concluído,3,5
PED-01050,2025-02-12,2025,02,Sudeste,Belo Horizonte,Site,Bruno,Corporativo,Monitor 24,Eletrônicos,3,920.00,0,84.67,2760.00,0.00,29.63,-29.63,0.00,Cartão de Crédito,Cancelado,1,
PED-01256,2025-02-12,2025,02,Sudeste,Belo Horizonte,Marketplace,Carla,Corporativo,Impressora Wi-Fi,Escritório,4,760.00,5,54.70,3040.00,2942.70,2079.14,863.56,29.35,Cartão de Crédito,Concluído,1,5
PED-01439,2025-02-12,2025,02,Sul,Porto Alegre,Marketplace,Henrique,Pessoa Física,Smartphone X,Telefonia,5,3200.00,20,52.57,16000.00,12852.57,12268.40,584.17,4.55,Transferência,Concluído,4,1
PED-00326,2025-02-13,2025,02,Sudeste,Belo Horizonte,Marketplace,Eduarda,Pessoa Física,Memória RAM 16 GB,Componentes,10,390.00,15,26.63,3900.00,3341.63,2459.32,882.31,26.40,Transferência,Concluído,10,3
PED-01154,2025-02-13,2025,02,Nordeste,Fortaleza,Site,Gabriela,Pessoa Física,Smartphone Y,Telefonia,8,2150.00,10,49.34,17200.00,15529.34,12657.27,2872.07,18.49,Transferência,Concluído,2,5
PED-00352,2025-02-14,2025,02,Sudeste,São Paulo,Site,Henrique,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,10,36.92,350.00,351.92,222.92,129.00,36.66,Boleto,Concluído,9,5
PED-00023,2025-02-15,2025,02,Sudeste,Rio de Janeiro,Loja Física,Eduarda,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,10,53.29,8400.00,7613.29,6318.65,1294.64,17.01,PIX,Concluído,2,5
PED-00795,2025-02-15,2025,02,Norte,Manaus,Site,Daniel,Média Empresa,Mesa Home Office,Móveis,2,980.00,10,48.28,1960.00,0.00,16.90,-16.90,0.00,Boleto,Cancelado,12,
PED-01218,2025-02-15,2025,02,Nordeste,Natal,Marketplace,Henrique,Pessoa Física,Cadeira Ergonômica,Móveis,2,1350.00,10,33.18,2700.00,2463.18,1771.61,691.57,28.08,Boleto,Concluído,12,5
PED-01378,2025-02-16,2025,02,Sudeste,São Paulo,Site,Ana,Pequena Empresa,Mouse Sem Fio,Acessórios,2,145.00,5,94.35,290.00,0.00,33.02,-33.02,0.00,Transferência,Cancelado,11,
PED-00067,2025-02-17,2025,02,Nordeste,Fortaleza,Site,Gabriela,Pessoa Física,Smartphone X,Telefonia,2,3200.00,10,75.29,6400.00,5835.29,4926.35,908.94,15.58,Transferência,Concluído,3,2
PED-00304,2025-02-17,2025,02,Norte,Porto Velho,Site,Eduarda,Média Empresa,Notebook Lite 15,Eletrônicos,1,2850.00,5,16.52,2850.00,408.60,1832.41,-1423.81,-348.46,Boleto,Devolvido,7,
PED-01358,2025-02-17,2025,02,Centro-Oeste,Campo Grande,Aplicativo,Bruno,Pessoa Física,Smartphone Y,Telefonia,6,2150.00,5,49.32,12900.00,12304.32,9497.26,2807.06,22.81,PIX,Concluído,1,1
PED-00489,2025-02-18,2025,02,Norte,Palmas,Loja Física,Bruno,Pequena Empresa,Mesa Home Office,Móveis,2,980.00,10,25.97,1960.00,0.00,9.09,-9.09,0.00,Transferência,Cancelado,9,
PED-00602,2025-02-18,2025,02,Sudeste,Belo Horizonte,Marketplace,Ana,Pessoa Física,Monitor 27,Eletrônicos,2,1450.00,0,23.72,2900.00,2923.72,2048.30,875.42,29.94,Transferência,Concluído,4,2
PED-00734,2025-02-18,2025,02,Sudeste,Campinas,Marketplace,Bruno,Média Empresa,Tablet 10,Telefonia,6,1850.00,0,21.28,11100.00,11121.28,7927.45,3193.83,28.72,Boleto,Concluído,3,3
PED-00164,2025-02-19,2025,02,Sudeste,Rio de Janeiro,Site,Carla,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,5,58.69,8400.00,1205.80,5372.46,-4166.66,-345.55,Transferência,Devolvido,10,
PED-00468,2025-02-19,2025,02,Sudeste,São Paulo,Marketplace,Carla,Pequena Empresa,Mesa Home Office,Móveis,2,980.00,0,30.65,1960.00,1990.65,1250.73,739.92,37.17,Boleto,Concluído,11,5
PED-00918,2025-02-19,2025,02,Norte,Manaus,Site,Ana,Média Empresa,Headset USB,Acessórios,1,260.00,5,1.11,260.00,248.11,155.39,92.72,37.37,PIX,Concluído,8,5
PED-01032,2025-02-19,2025,02,Sul,Londrina,Site,Henrique,Pessoa Física,Cadeira Ergonômica,Móveis,1,1350.00,0,31.48,1350.00,1381.48,891.02,490.46,35.50,Cartão de Crédito,Concluído,11,3
PED-00342,2025-02-20,2025,02,Sudeste,São Paulo,Site,Carla,Pequena Empresa,Notebook Pro 14,Eletrônicos,3,4200.00,0,14.31,12600.00,12614.31,9455.01,3159.30,25.05,Boleto,Concluído,4,4
PED-00353,2025-02-20,2025,02,Sudeste,São Paulo,Site,Daniel,Pequena Empresa,Smartphone Y,Telefonia,6,2150.00,15,44.47,12900.00,1651.42,8071.23,-6419.81,-388.74,Boleto,Devolvido,1,
PED-00386,2025-02-20,2025,02,Sudeste,Belo Horizonte,Site,Ana,Pequena Empresa,Mouse Sem Fio,Acessórios,4,145.00,0,87.44,580.00,667.44,358.60,308.84,46.27,PIX,Concluído,2,4
PED-00016,2025-02-21,2025,02,Norte,Belém,Site,Henrique,Pessoa Física,Notebook Pro 14,Eletrônicos,5,4200.00,15,15.64,21000.00,17865.64,15755.47,2110.17,11.81,Transferência,Concluído,7,3
PED-00034,2025-02-21,2025,02,Centro-Oeste,Brasília,Marketplace,Henrique,Pequena Empresa,Webcam Full HD,Acessórios,10,310.00,10,90.25,3100.00,2880.25,1931.59,948.66,32.94,Transferência,Concluído,10,5
PED-00129,2025-02-21,2025,02,Sul,Londrina,Site,Ana,Média Empresa,Mesa Home Office,Móveis,2,980.00,15,69.11,1960.00,1735.11,1264.19,470.92,27.14,Cartão de Crédito,Concluído,6,2
PED-00140,2025-02-21,2025,02,Nordeste,Salvador,Site,Felipe,Pequena Empresa,Webcam Full HD,Acessórios,1,310.00,10,0.49,310.00,0.00,0.17,-0.17,0.00,Transferência,Cancelado,3,
PED-00754,2025-02-21,2025,02,Sudeste,Belo Horizonte,Loja Física,Carla,Corporativo,Cadeira Ergonômica,Móveis,3,1350.00,0,69.64,4050.00,4119.64,2664.37,1455.27,35.33,Boleto,Concluído,10,5
PED-01333,2025-02-21,2025,02,Centro-Oeste,Campo Grande,Marketplace,Daniel,Pessoa Física,Smartphone X,Telefonia,8,3200.00,10,14.68,25600.00,0.00,5.14,-5.14,0.00,PIX,Cancelado,8,
PED-00059,2025-02-22,2025,02,Sudeste,Rio de Janeiro,Aplicativo,Henrique,Média Empresa,Headset USB,Acessórios,2,260.00,0,59.85,520.00,579.85,330.95,248.90,42.92,Cartão de Crédito,Concluído,12,3
PED-01461,2025-02-22,2025,02,Sudeste,Campinas,Loja Física,Henrique,Pequena Empresa,Mouse Sem Fio,Acessórios,3,145.00,15,80.34,435.00,450.09,274.12,175.97,39.10,PIX,Concluído,3,4
PED-01106,2025-02-23,2025,02,Sudeste,São Paulo,Site,Henrique,Pessoa Física,Teclado Mecânico,Acessórios,4,350.00,5,10.15,1400.00,1340.15,843.55,496.60,37.06,PIX,Concluído,10,5
PED-01353,2025-02-23,2025,02,Nordeste,Recife,Site,Carla,Corporativo,Cadeira Ergonômica,Móveis,4,1350.00,5,30.09,5400.00,5160.09,3530.53,1629.56,31.58,Cartão de Crédito,Concluído,4,5
PED-00439,2025-02-24,2025,02,Sudeste,Rio de Janeiro,Loja Física,Henrique,Pessoa Física,Headset USB,Acessórios,1,260.00,15,5.13,260.00,226.13,156.80,69.33,30.66,Boleto,Concluído,5,3
PED-00512,2025-02-24,2025,02,Sudeste,Rio de Janeiro,Site,Henrique,Pessoa Física,Headset USB,Acessórios,3,260.00,5,94.54,780.00,835.54,498.09,337.45,40.39,Transferência,Concluído,1,4
PED-01223,2025-02-24,2025,02,Sul,Curitiba,Site,Gabriela,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,0,11.49,1450.00,219.22,870.42,-651.20,-297.05,Transferência,Devolvido,1,
PED-01270,2025-02-24,2025,02,Nordeste,Natal,Site,Carla,Pessoa Física,Notebook Pro 14,Eletrônicos,1,4200.00,0,72.39,4200.00,4272.39,3175.34,1097.05,25.68,Transferência,Concluído,7,5
PED-00272,2025-02-25,2025,02,Nordeste,Recife,Marketplace,Henrique,Média Empresa,Notebook Pro 14,Eletrônicos,5,4200.00,0,46.71,21000.00,21046.71,15766.35,5280.36,25.09,Cartão de Crédito,Concluído,6,5
PED-00442,2025-02-25,2025,02,Sudeste,Campinas,Site,Felipe,Pessoa Física,Impressora Wi-Fi,Escritório,3,760.00,10,92.68,2280.00,2144.68,1577.44,567.24,26.45,Cartão de Crédito,Concluído,6,3
PED-01315,2025-02-25,2025,02,Sudeste,São Paulo,Marketplace,Felipe,Média Empresa,Mouse Sem Fio,Acessórios,1,145.00,15,25.46,145.00,148.71,90.91,57.80,38.87,Cartão de Crédito,Concluído,11,3
PED-00495,2025-02-26,2025,02,Sudeste,Belo Horizonte,Aplicativo,Gabriela,Média Empresa,Monitor 24,Eletrônicos,3,920.00,15,37.71,2760.00,357.56,1643.22,-1285.66,-359.56,PIX,Devolvido,3,
PED-00006,2025-02-27,2025,02,Centro-Oeste,Cuiabá,Marketplace,Bruno,Pessoa Física,Webcam Full HD,Acessórios,6,310.00,15,29.89,1860.00,241.63,977.89,-736.26,-304.71,Transferência,Devolvido,8,
PED-00839,2025-02-27,2025,02,Nordeste,Salvador,Site,Eduarda,Corporativo,SSD 1 TB,Componentes,1,510.00,10,1.58,510.00,69.09,293.72,-224.63,-325.13,PIX,Devolvido,6,
PED-00886,2025-02-27,2025,02,Sul,Porto Alegre,Site,Carla,Pequena Empresa,SSD 1 TB,Componentes,3,510.00,0,65.52,1530.00,1595.52,1057.93,537.59,33.69,Boleto,Concluído,3,2
PED-00986,2025-02-27,2025,02,Sudeste,São Paulo,Site,Bruno,Pessoa Física,Teclado Mecânico,Acessórios,4,350.00,0,4.75,1400.00,1404.75,841.66,563.09,40.08,PIX,Concluído,7,4
PED-01078,2025-02-28,2025,02,Sudeste,Campinas,Site,Henrique,Corporativo,Impressora Wi-Fi,Escritório,1,760.00,5,29.26,760.00,751.26,525.24,226.02,30.09,Transferência,Concluído,8,5
PED-01423,2025-02-28,2025,02,Centro-Oeste,Campo Grande,Marketplace,Carla,Pequena Empresa,Webcam Full HD,Acessórios,1,310.00,5,18.69,310.00,313.19,196.54,116.65,37.25,Transferência,Concluído,9,4
PED-01401,2025-03-01,2025,03,Centro-Oeste,Campo Grande,Aplicativo,Eduarda,Pequena Empresa,SSD 1 TB,Componentes,2,510.00,10,91.05,1020.00,1009.05,721.87,287.18,28.46,Transferência,Concluído,11,5
PED-00013,2025-03-02,2025,03,Sudeste,São Paulo,Aplicativo,Bruno,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,5,51.23,310.00,51.86,176.74,-124.88,-240.80,Transferência,Devolvido,10,
PED-00824,2025-03-02,2025,03,Sudeste,Belo Horizonte,Loja Física,Carla,Pessoa Física,Memória RAM 16 GB,Componentes,3,390.00,10,82.79,1170.00,1135.79,763.98,371.81,32.74,Transferência,Concluído,12,3
PED-00898,2025-03-02,2025,03,Sudeste,Belo Horizonte,Site,Felipe,Pessoa Física,Monitor 27,Eletrônicos,1,1450.00,5,83.68,1450.00,1461.18,1049.29,411.89,28.19,Transferência,Concluído,6,5
PED-01468,2025-03-02,2025,03,Centro-Oeste,Brasília,Aplicativo,Bruno,Pessoa Física,Smartphone X,Telefonia,1,3200.00,15,28.44,3200.00,412.27,2090.96,-1678.69,-407.18,PIX,Devolvido,8,
PED-00052,2025-03-03,2025,03,Norte,Belém,Marketplace,Eduarda,Pequena Empresa,Monitor 27,Eletrônicos,1,1450.00,0,7.13,1450.00,1457.13,1022.50,434.63,29.83,Transferência,Concluído,7,4
PED-00492,2025-03-03,2025,03,Sudeste,Rio de Janeiro,Site,Eduarda,Média Empresa,Headset USB,Acessórios,2,260.00,15,86.56,520.00,79.28,289.25,-209.97,-264.85,Transferência,Devolvido,4,
PED-00574,2025-03-03,2025,03,Sudeste,Campinas,Marketplace,Felipe,Pessoa Física,Teclado Mecânico,Acessórios,5,350.00,10,14.00,1750.00,1589.00,1054.90,534.10,33.61,Boleto,Concluído,10,4
PED-01070,2025-03-03,2025,03,Sul,Florianópolis,Site,Gabriela,Pessoa Física,Notebook Pro 14,Eletrônicos,3,4200.00,5,31.02,12600.00,12001.02,9460.86,2540.16,21.17,Cartão de Crédito,Concluído,1,5
PED-01200,2025-03-03,2025,03,Nordeste,Salvador,Site,Carla,Pessoa Física,Teclado Mecânico,Acessórios,2,350.00,10,72.86,700.00,702.86,445.50,257.36,36.62,Boleto,Concluído,3,5
PED-01373,2025-03-03,2025,03,Centro-Oeste,Goiânia,Site,Carla,Pessoa Física,Memória RAM 16 GB,Componentes,1,390.00,0,59.16,390.00,67.37,225.85,-158.48,-235.24,Cartão de Crédito,Devolvido,8,
PED-00015,2025-03-04,2025,03,Nordeste,Salvador,Site,Daniel,Pessoa Física,Tablet 10,Telefonia,1,1850.00,0,43.95,1850.00,1893.95,1335.38,558.57,29.49,Cartão de Crédito,Concluído,8,5
PED-00416,2025-03-04,2025,03,Sul,Curitiba,Loja Física,Eduarda,Média Empresa,Memória RAM 16 GB,Componentes,3,390.00,0,7.84,1170.00,0.00,2.74,-2.74,0.00,Boleto,Cancelado,2,
PED-00434,2025-03-06,2025,03,Sul,Londrina,Site,Carla,Pessoa Física,Headset USB,Acessórios,8,260.00,0,4.33,2080.00,2084.33,1241.52,842.81,40.44,Boleto,Concluído,6,2
PED-01018,2025-03-06,2025,03,Sudeste,Campinas,Loja Física,Ana,Pessoa Física,Teclado Mecânico,Acessórios,2,350.00,5,16.63,700.00,681.63,425.82,255.81,37.53,Cartão de Crédito,Concluído,10,5
PED-01098,2025-03-06,2025,03,Sudeste,Rio de Janeiro,Marketplace,Daniel,Pessoa Física,Mouse Sem Fio,Acessórios,6,145.00,10,2.83,870.00,785.83,492.99,292.84,37.27,Transferência,Concluído,7,3
PED-00565,2025-03-08,2025,03,Nordeste,Recife,Site,Daniel,Média Empresa,Teclado Mecânico,Acessórios,3,350.00,0,80.53,1050.00,1130.53,658.19,472.34,41.78,Boleto,Concluído,12,5
PED-01457,2025-03-08,2025,03,Sudeste,Campinas,Site,Eduarda,Média Empresa,Mesa Home Office,Móveis,3,980.00,5,92.31,2940.00,2885.31,1892.31,993.00,34.42,Cartão de Crédito,Concluído,1,5
PED-00121,2025-03-09,2025,03,Sudeste,Campinas,Marketplace,Gabriela,Média Empresa,Mesa Home Office,Móveis,1,980.00,20,61.02,980.00,845.02,641.36,203.66,24.10,Boleto,Concluído,8,5
PED-00247,2025-03-09,2025,03,Nordeste,Natal,Site,Ana,Pessoa Física,Mesa Home Office,Móveis,5,980.00,0,5.47,4900.00,4905.47,3101.91,1803.56,36.77,Boleto,Concluído,8,2
PED-00571,2025-03-09,2025,03,Nordeste,Salvador,Site,Gabriela,Pessoa Física,Monitor 27,Eletrônicos,3,1450.00,5,82.14,4350.00,632.20,2625.44,-1993.24,-315.29,Cartão de Crédito,Devolvido,10,
PED-01141,2025-03-09,2025,03,Nordeste,Fortaleza,Loja Física,Eduarda,Pessoa Física,Teclado Mecânico,Acessórios,1,350.00,0,39.88,350.00,58.48,190.37,-131.89,-225.53,Boleto,Devolvido,3,
PED-00084,2025-03-10,2025,03,Centro-Oeste,Brasília,Marketplace,Felipe,Média Empresa,Monitor 24,Eletrônicos,2,920.00,10,53.35,1840.00,1709.35,1298.67,410.68,24.03,Boleto,Concluído,11,3
PED-00183,2025-03-10,2025,03,Sudeste,São Paulo,Site,Felipe,Pequena Empresa,Mesa Home Office,Móveis,3,980.00,0,93.47,2940.00,3033.47,1892.71,1140.76,37.61,PIX,Concluído,9,3
PED-00761,2025-03-10,2025,03,Sudeste,São Paulo,Marketplace,Daniel,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,15,42.16,8400.00,7182.16,6314.76,867.40,12.08,Transferência,Concluído,2,4
PED-01000,2025-03-10,2025,03,Sudeste,Rio de Janeiro,Loja Física,Eduarda,Pequena Empresa,SSD 1 TB,Componentes,2,510.00,10,45.01,1020.00,963.01,705.75,257.26,26.71,Boleto,Concluído,11,1
PED-01341,2025-03-10,2025,03,Sudeste,Rio de Janeiro,Marketplace,Daniel,Corporativo,Tablet 10,Telefonia,2,1850.00,0,5.31,3700.00,3705.31,2641.86,1063.45,28.70,Transferência,Concluído,9,5
PED-00481,2025-03-11,2025,03,Nordeste,Recife,Marketplace,Felipe,Pessoa Física,Memória RAM 16 GB,Componentes,3,390.00,0,7.27,1170.00,0.00,2.54,-2.54,0.00,Transferência,Cancelado,8,
PED-00767,2025-03-11,2025,03,Sudeste,Campinas,Marketplace,Carla,Pessoa Física,Memória RAM 16 GB,Componentes,6,390.00,10,49.92,2340.00,2155.92,1487.47,668.45,31.01,Boleto,Concluído,12,4
PED-01331,2025-03-11,2025,03,Centro-Oeste,Brasília,Marketplace,Henrique,Pequena Empresa,Smartphone Y,Telefonia,3,2150.00,10,41.20,6450.00,5846.20,4754.42,1091.78,18.68,Boleto,Concluído,9,4
PED-00066,2025-03-12,2025,03,Nordeste,Fortaleza,Aplicativo,Bruno,Pessoa Física,Webcam Full HD,Acessórios,1,310.00,10,82.90,310.00,361.90,219.01,142.89,39.48,Cartão de Crédito,Concluído,3,5
PED-00201,2025-03-12,2025,03,Sul,Porto Alegre,Marketplace,Daniel,Pequena Empresa,Notebook Pro 14,Eletrônicos,1,4200.00,5,65.22,4200.00,4055.22,3172.83,882.39,21.76,PIX,Concluído,2,5
PED-00400,2025-03-14,2025,03,Sul,Florianópolis,Marketplace,Ana,Pessoa Física,Mesa Home Office,Móveis,2,980.00,10,10.06,1960.00,1774.06,1243.52,530.54,29.91,PIX,Concluído,2,4
PED-00777,2025-03-14,2025,03,Sul,Curitiba,Aplicativo,Henrique,Corporativo,Impressora Wi-Fi,Escritório,1,760.00,0,3.38,760.00,0.00,1.18,-1.18,0.00,Boleto,Cancelado,4,
PED-01306,2025-03-14,2025,03,Sul,Curitiba,Site,Henrique,Pessoa Física,Impressora Wi-Fi,Escritório,3,760.00,20,8.23,2280.00,0.00,2.88,-2.88,0.00,Boleto,Cancelado,10,
PED-01322,2025-03-14,2025,03,Sudeste,Campinas,Marketplace,Ana,Pequena Empresa,Notebook Lite 15,Eletrônicos,2,2850.00,5,86.83,5700.00,0.00,30.39,-30.39,0.00,Cartão de Crédito,Cancelado,1,
PED-00794,2025-03-15,2025,03,Centro-Oeste,Goiânia,Site,Felipe,Pessoa Física,Impressora Wi-Fi,Escritório,2,760.00,10,44.72,1520.00,1412.72,1045.65,367.07,25.98,Boleto,Concluído,10,2
PED-00297,2025-03-16,2025,03,Nordeste,Fortaleza,Site,Henrique,Corporativo,Mesa Home Office,Móveis,2,980.00,10,22.28,1960.00,1786.28,1247.80,538.48,30.15,PIX,Concluído,10,2
PED-01156,2025-03-16,2025,03,Norte,Belém,Site,Carla,Pequena Empresa,Smartphone X,Telefonia,1,3200.00,5,4.94,3200.00,3044.94,2451.73,593.21,19.48,Transferência,Concluído,9,4
PED-01184,2025-03-16,2025,03,Sudeste,Campinas,Aplicativo,Ana,Pessoa Física,Teclado Mecânico,Acessórios,2,350.00,10,22.35,700.00,0.00,7.82,-7.82,0.00,Boleto,Cancelado,10,
PED-00179,2025-03-17,2025,03,Norte,Palmas,Marketplace,Gabriela,Pessoa Física,SSD 1 TB,Componentes,4,510.00,5,85.07,2040.00,0.00,29.77,-29.77,0.00,Cartão de Crédito,Cancelado,10,
PED-01066,2025-03-17,2025,03,Centro-Oeste,Brasília,Marketplace,Gabriela,Pessoa Física,Smartphone Y,Telefonia,1,2150.00,0,46.29,2150.00,2196.29,1596.20,600.09,27.32,PIX,Concluído,4,4
PED-01153,2025-03-17,2025,03,Sul,Florianópolis,Site,Bruno,Pessoa Física,Webcam Full HD,Acessórios,6,310.00,10,81.44,1860.00,1755.44,1168.50,586.94,33.44,Transferência,Concluído,3,4
PED-01340,2025-03-17,2025,03,Sudeste,São Paulo,Aplicativo,Carla,Pequena Empresa,Memória RAM 16 GB,Componentes,8,390.00,0,89.69,3120.00,3209.69,1991.39,1218.30,37.96,Boleto,Concluído,5,3
PED-00116,2025-03-18,2025,03,Sudeste,Rio de Janeiro,Aplicativo,Carla,Média Empresa,Tablet 10,Telefonia,3,1850.00,5,11.99,5550.00,5284.49,3964.20,1320.29,24.98,Transferência,Concluído,11,4
PED-00568,2025-03-18,2025,03,Sudeste,Belo Horizonte,Site,Bruno,Pessoa Física,Webcam Full HD,Acessórios,2,310.00,0,75.74,620.00,695.74,406.51,289.23,41.57,Transferência,Concluído,5,3
PED-00985,2025-03-19,2025,03,Nordeste,Fortaleza,Aplicativo,Bruno,Pessoa Física,Notebook Pro 14,Eletrônicos,3,4200.00,15,43.77,12600.00,10753.77,9465.32,1288.45,11.98,Cartão de Crédito,Concluído,11,3
PED-00686,2025-03-20,2025,03,Centro-Oeste,Goiânia,Loja Física,Carla,Pessoa Física,Notebook Pro 14,Eletrônicos,2,4200.00,10,74.63,8400.00,7634.63,6326.12,1308.51,17.14,Transferência,Concluído,2,3
PED-01096,2025-03-20,2025,03,Centro-Oeste,Brasília,Aplicativo,Bruno,Pequena Empresa,Teclado Mecânico,Acessórios,4,350.00,20,91.69,1400.00,1211.69,872.09,339.60,28.03,Transferência,Concluído,8,4
PED-01120,2025-03-20,2025,03,Sul,Porto Alegre,Site,Ana,Pessoa Física,Monitor 27,Eletrônicos,2,1450.00,20,6.90,2900.00,349.04,1736.05,-1387.01,-397.38,Transferência,Devolvido,9,
PED-00305,2025-03-21,2025,03,Sudeste,Rio de Janeiro,Marketplace,Felipe,Média Empresa,Cadeira Ergonômica,Móveis,1,1350.00,15,84.28,1350.00,1231.78,909.50,322.28,26.16,Transferência,Concluído,9,5
PED-00472,2025-03-21,2025,03,Nordeste,Natal,Site,Bruno,Pessoa Física,Notebook Pro 14,Eletrônicos,3,4200.00,10,44.56,12600.00,11384.56,9465.60,1918.96,16.86,Cartão de Crédito,Concluído,1,2
PED-01069,2025-03-21,2025,03,Sudeste,Campinas,Site,Henrique,Pessoa Física,Mesa Home Office,Móveis,1,980.00,5,48.14,980.00,979.14,636.85,342.29,34.96,Boleto,Concluído,2,3
PED-01372,2025-03-21,2025,03,Sudeste,Belo Horizonte,Site,Bruno,Pessoa Física,Smartphone X,Telefonia,2,3200.00,20,56.14,6400.00,5176.14,4919.65,256.49,4.96,PIX,Concluído,9,4
PED-00699,2025-03-22,2025,03,Norte,Belém,Aplicativo,Carla,Pequena Empresa,Monitor 24,Eletrônicos,1,920.00,20,49.05,920.00,117.76,558.59,-440.83,-374.35,Boleto,Devolvido,10,
PED-00613,2025-03-23,2025,03,Sudeste,Rio de Janeiro,Marketplace,Gabriela,Pessoa Física,Smartphone Y,Telefonia,3,2150.00,10,77.86,6450.00,5882.86,4767.25,1115.61,18.96,Transferência,Concluído,1,5
PED-00623,2025-03-23,2025,03,Sudeste,São Paulo,Site,Felipe,Pessoa Física,Mesa Home Office,Móveis,1,980.00,5,72.25,980.00,1003.25,645.29,357.96,35.68,Cartão de Crédito,Concluído,1,3
PED-01105,2025-03-23,2025,03,Centro-Oeste,Cuiabá,Site,Gabriela,Pequena Empresa,Mesa Home Office,Móveis,1,980.00,15,39.92,980.00,130.94,538.87,-407.93,-311.54,Boleto,Devolvido,6,
PED-00258,2025-03-24,2025,03,Sudeste,Rio de Janeiro,Site,Ana,Pessoa Física,Memória RAM 16 GB,Componentes,1,390.00,10,16.02,390.00,367.02,250.61,116.41,31.72,Cartão de Crédito,Concluído,8,5
PED-00449,2025-03-24,2025,03,Nordeste,Salvador,Marketplace,Felipe,Média Empresa,Smartphone X,Telefonia,1,3200.00,5,58.82,3200.00,3098.82,2470.59,628.23,20.27,Cartão de Crédito,Concluído,6,3
PED-00019,2025-03-25,2025,03,Nordeste,Fortaleza,Aplicativo,Daniel,Pequena Empresa,Impressora Wi-Fi,Escritório,1,760.00,0,12.43,760.00,115.86,441.45,-325.59,-281.02,Transferência,Devolvido,5,
PED-00300,2025-03-25,2025,03,Centro-Oeste,Goiânia,Aplicativo,Daniel,Pessoa Física,Cadeira Ergonômica,Móveis,5,1350.00,0,7.16,6750.00,6757.16,4402.51,2354.65,34.85,Transferência,Concluído,9,5
